field_count,name,habitat,mon,year,sex,age,soil,slope,aspect,origarea,agescale,slopescale,aspectscale,origareascale
0,Bruiser,Pasture,Apr,2010,male,5,AminDP,5.41,170.94,5.0423,0.444379672,-1.522200069,3.016208253,1.588017372
0,Bruiser,Pasture,Apr,2010,male,5,AminSP,7.08,131.54,3.3514,0.444379672,0.147799931,-36.38379175,-0.102882628
0,Bruiser,Pasture,Apr,2010,male,5,AminSW,8.62,156.97,3.1321,0.444379672,1.687799931,-10.95379175,-0.322182628
0,Bruiser,Pasture,Apr,2010,male,5,AminDW,7.99,79.95,5.1949,0.444379672,1.057799931,-87.97379175,1.740617372
1,Bruiser,Unknown,Apr,2010,male,4,AminDP,5.83,178.52,1.8451,-0.555620328,-1.102200069,10.59620825,-1.609182628
2,Bruiser,Woodland,Apr,2010,male,4,AminDP,8.56,124.96,1.2812,-0.555620328,1.627799931,-42.96379175,-2.173082628
0,Bruiser,Pasture,Apr,2010,male,5,AminDW,4.28,182.46,0.6232,0.444379672,-2.652200069,14.53620825,-2.831082628
1,Bruiser,Woodland,Apr,2010,male,4,AlluvMIN,5.09,162.07,5.1842,-0.555620328,-1.842200069,-5.853791747,1.729917372
0,Bruiser,Arable,Apr,2010,male,5,AminDW,9.21,143,5.2679,0.444379672,2.277799931,-24.92379175,1.813617372
0,Bruiser,Pasture,Apr,2010,male,5,AminDW,10.29,93.89,3.2996,0.444379672,3.357799931,-74.03379175,-0.154682628
0,Bruiser,Pasture,Apr,2010,male,5,AminDW,7.95,40.85,1.8067,0.444379672,1.017799931,-127.0737917,-1.647582628
0,Bruiser,Pasture,Apr,2010,male,5,AminSW,4.54,77.18,0.7622,0.444379672,-2.392200069,-90.74379175,-2.692082628
0,Bruiser,Pasture,Apr,2010,male,5,AminDW,8.6,79.17,2.7435,0.444379672,1.667799931,-88.75379175,-0.710782628
0,Bruiser,Pasture,Apr,2010,male,5,AminSW,7.93,75.09,2.3793,0.444379672,0.997799931,-92.83379175,-1.074982628
0,Bruiser,Pasture,Apr,2010,male,5,AminSW,13.51,202.86,3.8446,0.444379672,6.577799931,34.93620825,0.390317372
0,Bruiser,Pasture,Apr,2010,male,5,AminSW,7.49,106.09,6.876,0.444379672,0.557799931,-61.83379175,3.421717372
0,Bruiser,Pasture,Apr,2010,male,5,AminDP,5.59,166.24,3.5363,0.444379672,-1.342200069,-1.683791747,0.082017372
0,Bruiser,Uncultivated,Apr,2010,male,5,AlluvMIN,2.97,140.65,0.2447,0.444379672,-3.962200069,-27.27379175,-3.209582628
0,Bruiser,Uncultivated,Apr,2010,male,5,AminSW,6.23,203.17,7.097,0.444379672,-0.702200069,35.24620825,3.642717372
6,Bruiser,Woodland,Apr,2010,male,4,AminSP,7.2,139.69,37.1236,-0.555620328,0.267799931,-28.23379175,33.66931737
1,Bruiser,Woodland,Apr,2010,male,4,AminDW,4.97,119.24,8.7251,-0.555620328,-1.962200069,-48.68379175,5.270817372
0,Bruiser,Pasture,Apr,2010,male,5,AminSW,4.75,169.71,2.709,0.444379672,-2.182200069,1.786208253,-0.745282628
0,Bruiser,Unknown,Apr,2010,male,5,AminDW,8.26,220.01,2.7577,0.444379672,1.327799931,52.08620825,-0.696582628
0,Bruiser,Human,Apr,2010,male,5,AminDW,8,246.14,0.3326,0.444379672,1.067799931,78.21620825,-3.121682628
0,Bruiser,Uncultivated,Apr,2010,male,5,AminDW,8.37,123.26,4.9431,0.444379672,1.437799931,-44.66379175,1.488817372
0,Bruiser,Human,Apr,2010,male,5,AminDP,4,190.01,0.1783,0.444379672,-2.932200069,22.08620825,-3.275982628
0,Bruiser,Human,Apr,2010,male,5,AminDW,4.17,228.98,1.261,0.444379672,-2.762200069,61.05620825,-2.193282628
0,Bruiser,Arable,Apr,2010,male,5,AminSP,3,168.75,1.094,0.444379672,-3.932200069,0.826208253,-2.360282628
1,Bruiser,Pasture,Apr,2010,male,4,AminSP,4.82,106.99,2.7833,-0.555620328,-2.112200069,-60.93379175,-0.670982628
0,Bruiser,Uncultivated,Apr,2010,male,5,AminDP,11.52,301.68,1.5972,0.444379672,4.587799931,133.7562083,-1.857082628
1,Dolly,Pasture,Apr,2010,female,4,AminDP,8.63,182.09,4.1046,-0.555620328,1.697799931,14.16620825,0.650317372
2,Dolly,Pasture,Apr,2010,female,4,AminDP,3.15,169.96,4.5489,-0.555620328,-3.782200069,2.036208253,1.094617372
0,Dolly,Pasture,Apr,2010,female,5,AminDP,4.09,143.47,2.5992,0.444379672,-2.842200069,-24.45379175,-0.855082628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,7.81,207.73,5.7095,0.444379672,0.877799931,39.80620825,2.255217372
0,Dolly,Pasture,Apr,2010,female,5,AminDP,6.75,65.48,1.0419,0.444379672,-0.182200069,-102.4437917,-2.412382628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,4.26,221.57,2.0515,0.444379672,-2.672200069,53.64620825,-1.402782628
2,Dolly,Pasture,Apr,2010,female,4,AminDP,4.11,153.71,5.733,-0.555620328,-2.822200069,-14.21379175,2.278717372
0,Dolly,Pasture,Apr,2010,female,5,AminDP,8.28,176.24,6.4551,0.444379672,1.347799931,8.316208253,3.000817372
0,Dolly,Pasture,Apr,2010,female,5,AminDP,3.79,234.62,0.1759,0.444379672,-3.142200069,66.69620825,-3.278382628
0,Dolly,Human,Apr,2010,female,5,AminDP,2.62,198.77,1.4953,0.444379672,-4.312200069,30.84620825,-1.958982628
2,Dolly,Woodland,Apr,2010,female,4,AminSP,7.2,139.69,37.1236,-0.555620328,0.267799931,-28.23379175,33.66931737
1,Dolly,Human,Apr,2010,female,4,AminDP,3.99,146.43,1.5232,-0.555620328,-2.942200069,-21.49379175,-1.931082628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,6.69,193.96,5.4034,0.444379672,-0.242200069,26.03620825,1.949117372
0,Dolly,Woodland,Apr,2010,female,5,AminDP,5.49,224.47,1.4863,0.444379672,-1.442200069,56.54620825,-1.967982628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,5.33,273.95,1.077,0.444379672,-1.602200069,106.0262083,-2.377282628
4,Dolly,Pasture,Apr,2010,female,4,AminDP,4.54,172.96,1.4756,-0.555620328,-2.392200069,5.036208253,-1.978682628
0,Ray,Pasture,Apr,2010,male,4,AminSP,6.19,178.72,4.374,-0.555620328,-0.742200069,10.79620825,0.919717372
0,Ray,Pasture,Apr,2010,male,4,AminSP,6.14,136.93,1.7925,-0.555620328,-0.792200069,-30.99379175,-1.661782628
0,Ray,Pasture,Apr,2010,male,4,AminDP,8.68,109.44,2.5117,-0.555620328,1.747799931,-58.48379175,-0.942582628
1,Ray,Pasture,Apr,2010,male,3,AminDW,9.3,239.06,7.4412,-1.555620328,2.367799931,71.13620825,3.986917372
0,Ray,Arable,Apr,2010,male,4,AminDP,4.39,196.75,3.1304,-0.555620328,-2.542200069,28.82620825,-0.323882628
0,Ray,Pasture,Apr,2010,male,4,AlluvMIN,4.15,186.23,1.4108,-0.555620328,-2.782200069,18.30620825,-2.043482628
0,Ray,Pasture,Apr,2010,male,4,AlluvMIN,3.38,203.21,2.0695,-0.555620328,-3.552200069,35.28620825,-1.384782628
0,Ray,Pasture,Apr,2010,male,4,AminDP,7.01,206.76,6.0719,-0.555620328,0.077799931,38.83620825,2.617617372
0,Ray,Human,Apr,2010,male,4,AminSP,6.94,200.73,0.2864,-0.555620328,0.007799931,32.80620825,-3.167882628
0,Ray,Human,Apr,2010,male,4,AminSW,6.18,304.16,0.5663,-0.555620328,-0.752200069,136.2362083,-2.887982628
0,Ray,Unknown,Apr,2010,male,4,AminDP,5.26,143.16,1.7592,-0.555620328,-1.672200069,-24.76379175,-1.695082628
0,Ray,Unknown,Apr,2010,male,4,AminSP,6.56,242.05,4.4652,-0.555620328,-0.372200069,74.12620825,1.010917372
3,Ray,Pasture,Apr,2010,male,3,AminSP,11.24,277.26,2.2197,-1.555620328,4.307799931,109.3362083,-1.234582628
0,Ray,Pasture,Apr,2010,male,4,AminSP,8.09,142.46,3.7621,-0.555620328,1.157799931,-25.46379175,0.307817372
0,Ray,Pasture,Apr,2010,male,4,AminDP,3.55,101.76,0.5483,-0.555620328,-3.382200069,-66.16379175,-2.905982628
0,Ray,Human,Apr,2010,male,4,AminDP,7.25,217.23,0.1611,-0.555620328,0.317799931,49.30620825,-3.293182628
4,Romeo,Pasture,Apr,2010,male,4,AminDW,7.54,163.89,11.0733,-0.555620328,0.607799931,-4.033791747,7.619017372
0,Romeo,Human,Apr,2010,male,5,AminSW,9.61,91.96,0.4525,0.444379672,2.677799931,-75.96379175,-3.001782628
1,Romeo,Pasture,Apr,2010,male,4,AminDW,8.33,183.25,4.8097,-0.555620328,1.397799931,15.32620825,1.355417372
1,Ronnie,Pasture,Apr,2010,male,4,AminDP,3.77,161.09,2.3074,-0.555620328,-3.162200069,-6.833791747,-1.146882628
0,Ronnie,Pasture,Apr,2010,male,5,AminDP,8.68,109.44,2.5117,0.444379672,1.747799931,-58.48379175,-0.942582628
0,Ronnie,Pasture,Apr,2010,male,5,AminDP,5.25,177.1,1.2445,0.444379672,-1.682200069,9.176208253,-2.209782628
